soda,whipped/sour cream,long life bakery product,,,,,,,
newspapers,spread cheese,,,,,,,,
citrus fruit,curd,margarine,,,,,,,
other vegetables,brown bread,hard cheese,salty snack,,,,,,
other vegetables,coffee,,,,,,,,
rolls/buns,root vegetables,hard cheese,napkins,,,,,,
chicken,white bread,,,,,,,,
pot plants,soda,,,,,,,,
soda,cat food,,,,,,,,
tropical fruit,onions,whipped/sour cream,,,,,,,
citrus fruit,rum,,,,,,,,
pip fruit,frozen vegetables,abrasive cleaner,,,,,,,
other vegetables,misc. beverages,,,,,,,,
butter,salty snack,,,,,,,,
citrus fruit,butter,,,,,,,,
chicken,shopping bags,,,,,,,,
whole milk,pasta,,,,,,,,
salty snack,kitchen towels,,,,,,,,
frozen meals,cream cheese ,,,,,,,,
chicken,nut snack,,,,,,,,
other vegetables,frozen vegetables,napkins,,,,,,,
brown bread,soda,ketchup,,,,,,,
hard cheese,salty snack,waffles,,,,,,,
other vegetables,onions,,,,,,,,
rolls/buns,pork,,,,,,,,
whole milk,root vegetables,,,,,,,,
pasta,cream cheese ,,,,,,,,
rolls/buns,butter,,,,,,,,
other vegetables,soda,,,,,,,,
other vegetables,rolls/buns,,,,,,,,
tropical fruit,whole milk,,,,,,,,
rolls/buns,UHT-milk,candy,,,,,,,
root vegetables,coffee,whipped/sour cream,,,,,,,
other vegetables,pastry,shopping bags,,,,,,,
tropical fruit,yogurt,curd,margarine,,,,,,
pork,margarine,pet care,,,,,,,
tropical fruit,pip fruit,rolls/buns,,,,,,,
tropical fruit,whole milk,,,,,,,,
citrus fruit,candy,,,,,,,,
other vegetables,cake bar,,,,,,,,
citrus fruit,beef,,,,,,,,
other vegetables,root vegetables,,,,,,,,
rolls/buns,cat food,,,,,,,,
citrus fruit,Instant food products,,,,,,,,
tropical fruit,vinegar,sauces,,,,,,,
yogurt,sausage,,,,,,,,
ham,UHT-milk,margarine,,,,,,,
chocolate,shopping bags,,,,,,,,
pot plants,frankfurter,bottled beer,UHT-milk,,,,,,
pastry,whipped/sour cream,napkins,,,,,,,
pip fruit,hamburger meat,,,,,,,,
whole milk,flower soil/fertilizer,,,,,,,,
brown bread,pastry,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,
meat,margarine,,,,,,,,
bottled water,dessert,,,,,,,,
whole milk,rolls/buns,processed cheese,semi-finished bread,,,,,,
other vegetables,frankfurter,,,,,,,,
pork,frozen vegetables,,,,,,,,
onions,whipped/sour cream,,,,,,,,
misc. beverages,newspapers,,,,,,,,
brown bread,whipped/sour cream,,,,,,,,
yogurt,pastry,canned beer,newspapers,baking powder,cake bar,,,,
other vegetables,bottled water,,,,,,,,
rolls/buns,shopping bags,,,,,,,,
root vegetables,sliced cheese,napkins,,,,,,,
citrus fruit,grapes,,,,,,,,
pip fruit,finished products,,,,,,,,
citrus fruit,meat,,,,,,,,
soda,whipped/sour cream,,,,,,,,
packaged fruit/vegetables,berries,,,,,,,,
sausage,frozen vegetables,,,,,,,,
newspapers,shopping bags,waffles,,,,,,,
white wine,Instant food products,,,,,,,,
whole milk,sausage,,,,,,,,
hamburger meat,margarine,,,,,,,,
citrus fruit,bottled water,,,,,,,,
soda,bottled beer,frozen vegetables,,,,,,,
processed cheese,margarine,,,,,,,,
pip fruit,shopping bags,napkins,,,,,,,
whole milk,other vegetables,,,,,,,,
whole milk,white bread,,,,,,,,
other vegetables,processed cheese,,,,,,,,
chocolate,yogurt,,,,,,,,
red/blush wine,shopping bags,,,,,,,,
yogurt,chewing gum,,,,,,,,
pip fruit,soda,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,
whole milk,coffee,brandy,,,,,,,
onions,frozen dessert,,,,,,,,
whole milk,sausage,,,,,,,,
bottled water,soda,,,,,,,,
yogurt,salty snack,,,,,,,,
rolls/buns,potato products,,,,,,,,
citrus fruit,coffee,,,,,,,,
dessert,shopping bags,,,,,,,,
pip fruit,rolls/buns,white bread,,,,,,,
yogurt,meat,napkins,long life bakery product,,,,,,
pork,,,,,,,,,
whole milk,citrus fruit,butter,brown bread,pork,dessert,shopping bags,hygiene articles,,
whole milk,pip fruit,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,
whole milk,other vegetables,packaged fruit/vegetables,butter milk,sausage,,,,,
other vegetables,frankfurter,yogurt,herbs,male cosmetics,,,,,
pip fruit,rolls/buns,specialty chocolate,liquor,,,,,,
whole milk,other vegetables,house keeping products,,,,,,,
other vegetables,dishes,,,,,,,,
whole milk,UHT-milk,,,,,,,,
pip fruit,cat food,waffles,,,,,,,
specialty bar,bottled water,,,,,,,,
pork,hygiene articles,,,,,,,,
rolls/buns,chocolate,whipped/sour cream,,,,,,,
soda,hygiene articles,,,,,,,,
soda,specialty chocolate,,,,,,,,
flour,soda,pudding powder,,,,,,,
root vegetables,ice cream,,,,,,,,
butter milk,brown bread,,,,,,,,
other vegetables,coffee,,,,,,,,
tropical fruit,brown bread,sugar,,,,,,,
berries,white bread,,,,,,,,
pip fruit,other vegetables,herbs,UHT-milk,,,,,,
other vegetables,yogurt,,,,,,,,
beef,chicken,brown bread,root vegetables,grapes,waffles,roll products ,male cosmetics,,
beverages,white bread,,,,,,,,
other vegetables,chocolate,specialty chocolate,,,,,,,
pickled vegetables,whipped/sour cream,dish cleaner,,,,,,,
whole milk,newspapers,,,,,,,,
bottled water,bottled beer,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,
brown bread,frozen dessert,,,,,,,,
butter milk,bottled water,,,,,,,,
other vegetables,meat,zwieback,,,,,,,
frankfurter,curd,,,,,,,,
other vegetables,processed cheese,,,,,,,,
chicken,soda,canned fish,,,,,,,
sausage,cream cheese ,,,,,,,,
rolls/buns,,,,,,,,,
citrus fruit,margarine,dish cleaner,,,,,,,
pork,red/blush wine,,,,,,,,
whole milk,pastry,,,,,,,,
bottled water,newspapers,,,,,,,,
citrus fruit,root vegetables,,,,,,,,
whole milk,bottled beer,,,,,,,,
pip fruit,soda,,,,,,,,
butter milk,yogurt,,,,,,,,
butter,candy,,,,,,,,
rolls/buns,yogurt,,,,,,,,
whole milk,dessert,waffles,,,,,,,
other vegetables,frankfurter,,,,,,,,
bottled water,sugar,bottled beer,,,,,,,
rolls/buns,sausage,,,,,,,,
other vegetables,rolls/buns,,,,,,,,
other vegetables,sausage,pastry,newspapers,curd,margarine,,,,
tropical fruit,zwieback,,,,,,,,
ham,sugar,,,,,,,,
whole milk,flour,margarine,,,,,,,
whole milk,sugar,,,,,,,,
tropical fruit,bottled beer,domestic eggs,baking powder,,,,,,
tropical fruit,rolls/buns,root vegetables,pastry,canned beer,condensed milk,bathroom cleaner,waffles,,
citrus fruit,domestic eggs,,,,,,,,
whole milk,yogurt,sugar,onions,,,,,,
herbs,domestic eggs,salty snack,,,,,,,
pip fruit,beverages,zwieback,,,,,,,
chicken,grapes,,,,,,,,
pip fruit,butter milk,,,,,,,,
berries,canned fish,,,,,,,,
pastry,bottled beer,,,,,,,,
soda,sweet spreads,rice,,,,,,,
whole milk,butter,processed cheese,curd,,,,,,
pastry,soda,zwieback,,,,,,,
beef,Instant food products,,,,,,,,
newspapers,bottled beer,,,,,,,,
tropical fruit,rolls/buns,fruit/vegetable juice,,,,,,,
soda,grapes,,,,,,,,
brown bread,pork,,,,,,,,
whole milk,,,,,,,,,
domestic eggs,sliced cheese,,,,,,,,
root vegetables,seasonal products,,,,,,,,
whole milk,berries,,,,,,,,
citrus fruit,fruit/vegetable juice,,,,,,,,
root vegetables,onions,,,,,,,,
packaged fruit/vegetables,semi-finished bread,,,,,,,,
sausage,pastry,,,,,,,,
specialty bar,pork,long life bakery product,,,,,,,
yogurt,misc. beverages,candy,oil,,,,,,
newspapers,,,,,,,,,
rolls/buns,ham,,,,,,,,
hard cheese,oil,,,,,,,,
misc. beverages,long life bakery product,,,,,,,,
tropical fruit,curd,,,,,,,,
other vegetables,liver loaf,,,,,,,,
tropical fruit,other vegetables,,,,,,,,
fruit/vegetable juice,canned fish,,,,,,,,
whole milk,chocolate marshmallow,,,,,,,,
fruit/vegetable juice,dish cleaner,,,,,,,,
yogurt,root vegetables,candles,,,,,,,
citrus fruit,root vegetables,,,,,,,,
whole milk,pot plants,dental care,seasonal products,,,,,,
fruit/vegetable juice,bottled water,,,,,,,,
rolls/buns,kitchen towels,,,,,,,,
whole milk,brown bread,,,,,,,,
pastry,curd,bottled beer,,,,,,,
whole milk,liquor,,,,,,,,
butter milk,kitchen towels,,,,,,,,
tropical fruit,yogurt,hamburger meat,soda,beverages,,,,,
frozen meals,onions,frozen vegetables,,,,,,,
pip fruit,chocolate marshmallow,,,,,,,,
whole milk,cat food,,,,,,,,
whole milk,rolls/buns,frozen meals,,,,,,,
whole milk,yogurt,,,,,,,,
tropical fruit,other vegetables,sausage,oil,whipped/sour cream,salty snack,,,,
tropical fruit,frozen vegetables,,,,,,,,
chicken,UHT-milk,napkins,,,,,,,
fruit/vegetable juice,liver loaf,,,,,,,,
soda,pickled vegetables,,,,,,,,
tropical fruit,pastry,canned beer,,,,,,,
soda,cake bar,,,,,,,,
hygiene articles,cooking chocolate,,,,,,,,
rolls/buns,pork,,,,,,,,
yogurt,canned beer,,,,,,,,
tropical fruit,pip fruit,shopping bags,,,,,,,
whole milk,soda,,,,,,,,
sausage,margarine,,,,,,,,
citrus fruit,white bread,,,,,,,,
pip fruit,hamburger meat,dish cleaner,,,,,,,
citrus fruit,berries,,,,,,,,
whole milk,specialty chocolate,,,,,,,,
butter,berries,,,,,,,,
other vegetables,hamburger meat,,,,,,,,
yogurt,oil,,,,,,,,
newspapers,cream cheese ,,,,,,,,
sugar,soda,curd,specialty chocolate,artif. sweetener,,,,,
tropical fruit,whole milk,,,,,,,,
tropical fruit,whole milk,berries,soap,,,,,,
whole milk,bottled water,,,,,,,,
pasta,flower (seeds),,,,,,,,
pip fruit,butter,soda,,,,,,,
yogurt,newspapers,,,,,,,,
tropical fruit,ham,,,,,,,,
other vegetables,soda,onions,,,,,,,
pastry,berries,,,,,,,,
citrus fruit,pet care,,,,,,,,
frankfurter,newspapers,,,,,,,,
berries,soda,flower (seeds),,,,,,,
rolls/buns,shopping bags,,,,,,,,
popcorn,cream cheese ,frozen fish,,,,,,,
tropical fruit,oil,,,,,,,,
berries,curd,,,,,,,,
tropical fruit,yogurt,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,
red/blush wine,soda,chewing gum,,,,,,,
other vegetables,frankfurter,butter,frozen vegetables,,,,,,
pip fruit,pork,,,,,,,,
sausage,detergent,,,,,,,,
soda,instant coffee,,,,,,,,
root vegetables,domestic eggs,,,,,,,,
soap,rum,,,,,,,,
tropical fruit,frankfurter,,,,,,,,
canned vegetables,long life bakery product,,,,,,,,
curd,shopping bags,,,,,,,,
bottled water,bottled beer,canned fish,,,,,,,
tropical fruit,pip fruit,chocolate,frozen potato products,napkins,sweet spreads,candles,seasonal products,,
yogurt,sparkling wine,,,,,,,,
soda,bottled beer,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,
root vegetables,newspapers,,,,,,,,
fruit/vegetable juice,long life bakery product,,,,,,,,
rolls/buns,chicken,cream cheese ,dishes,,,,,,
root vegetables,pastry,,,,,,,,
other vegetables,liquor,,,,,,,,
rolls/buns,meat,,,,,,,,
canned beer,newspapers,,,,,,,,
pastry,UHT-milk,,,,,,,,
newspapers,UHT-milk,salty snack,,,,,,,
pork,hygiene articles,,,,,,,,
citrus fruit,hard cheese,cling film/bags,,,,,,,
tropical fruit,whole milk,herbs,,,,,,,
tropical fruit,rolls/buns,,,,,,,,
whole milk,bathroom cleaner,,,,,,,,
coffee,soda,,,,,,,,
whole milk,ham,,,,,,,,
soda,hard cheese,chocolate marshmallow,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,
rolls/buns,photo/film,,,,,,,,
yogurt,bottled beer,,,,,,,,
tropical fruit,whipped/sour cream,canned vegetables,,,,,,,
root vegetables,frozen meals,beverages,,,,,,,
butter,butter milk,brown bread,canned beer,UHT-milk,baking powder,long life bakery product,,,
canned beer,whipped/sour cream,sliced cheese,,,,,,,
frankfurter,curd,specialty cheese,,,,,,,
rolls/buns,bottled water,,,,,,,,
tropical fruit,sausage,,,,,,,,
other vegetables,rolls/buns,,,,,,,,
whole milk,newspapers,,,,,,,,
whole milk,pork,,,,,,,,
soda,bottled beer,,,,,,,,
dessert,cream cheese ,,,,,,,,
pastry,waffles,dishes,,,,,,,
sugar,cereals,,,,,,,,
tropical fruit,waffles,,,,,,,,
other vegetables,dishes,,,,,,,,
whole milk,shopping bags,,,,,,,,
canned beer,salty snack,,,,,,,,
rolls/buns,,,,,,,,,
other vegetables,soda,,,,,,,,
citrus fruit,pork,misc. beverages,finished products,,,,,,
pip fruit,other vegetables,,,,,,,,
beef,berries,,,,,,,,
soda,spices,,,,,,,,
hamburger meat,curd,bottled beer,sweet spreads,,,,,,
bottled water,soda,house keeping products,,,,,,,
fruit/vegetable juice,,,,,,,,,
rolls/buns,detergent,soft cheese,,,,,,,
other vegetables,soda,,,,,,,,
pastry,soda,,,,,,,,
chocolate,salty snack,,,,,,,,
other vegetables,frozen meals,,,,,,,,
whole milk,citrus fruit,shopping bags,sliced cheese,,,,,,
rolls/buns,sliced cheese,,,,,,,,
whole milk,candy,,,,,,,,
pork,liquor,photo/film,,,,,,,
hamburger meat,cream cheese ,,,,,,,,
root vegetables,soda,,,,,,,,
frankfurter,shopping bags,,,,,,,,
bottled water,pastry,bottled beer,liver loaf,,,,,,
whole milk,other vegetables,beef,soda,,,,,,
other vegetables,berries,,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,
other vegetables,yogurt,whipped/sour cream,napkins,,,,,,
tropical fruit,soda,,,,,,,,
sausage,frozen vegetables,,,,,,,,
white wine,ice cream,,,,,,,,
fruit/vegetable juice,fish,,,,,,,,
chocolate,meat spreads,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,
yogurt,ham,,,,,,,,
cat food,spices,seasonal products,,,,,,,
soda,bottled beer,shopping bags,,,,,,,
yogurt,canned beer,,,,,,,,
whole milk,chicken,soda,,,,,,,
pip fruit,pastry,soda,jam,,,,,,
tropical fruit,other vegetables,chicken,butter milk,sausage,whipped/sour cream,organic sausage,,,
bottled water,curd,frozen vegetables,cat food,tea,,,,,
rolls/buns,coffee,,,,,,,,
other vegetables,UHT-milk,margarine,whipped/sour cream,white bread,,,,,
other vegetables,roll products ,,,,,,,,
tropical fruit,bottled water,semi-finished bread,,,,,,,
sausage,cocoa drinks,,,,,,,,
soda,dessert,,,,,,,,
red/blush wine,beverages,,,,,,,,
whole milk,ice cream,,,,,,,,
rolls/buns,pastry,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,
other vegetables,yogurt,white wine,frozen vegetables,,,,,,
other vegetables,berries,,,,,,,,
chocolate,waffles,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,
pork,long life bakery product,,,,,,,,
whole milk,skin care,,,,,,,,
root vegetables,ice cream,margarine,,,,,,,
berries,condensed milk,whipped/sour cream,,,,,,,
rolls/buns,finished products,,,,,,,,
brown bread,dish cleaner,,,,,,,,
herbs,dessert,waffles,,,,,,,
other vegetables,yogurt,,,,,,,,
other vegetables,rolls/buns,sweet spreads,,,,,,,
specialty bar,roll products ,,,,,,,,
other vegetables,fruit/vegetable juice,butter milk,UHT-milk,candy,frozen vegetables,,,,
rolls/buns,root vegetables,bottled beer,,,,,,,
specialty bar,canned beer,newspapers,white bread,,,,,,
citrus fruit,yogurt,,,,,,,,
whole milk,citrus fruit,,,,,,,,
canned beer,,,,,,,,,
whole milk,brown bread,ham,,,,,,,
whole milk,rolls/buns,chicken,root vegetables,,,,,,
root vegetables,grapes,,,,,,,,
pip fruit,frankfurter,yogurt,,,,,,,
whole milk,bottled water,,,,,,,,
brown bread,UHT-milk,,,,,,,,
whole milk,pot plants,,,,,,,,
sausage,newspapers,,,,,,,,
root vegetables,canned fish,,,,,,,,
whole milk,rolls/buns,,,,,,,,
whole milk,curd,,,,,,,,
chocolate,soda,,,,,,,,
other vegetables,citrus fruit,hamburger meat,coffee,newspapers,dish cleaner,mayonnaise,,,
hamburger meat,beverages,margarine,,,,,,,
pip fruit,beef,white wine,,,,,,,
yogurt,,,,,,,,,
pot plants,coffee,frozen vegetables,,,,,,,
rolls/buns,root vegetables,,,,,,,,
root vegetables,coffee,,,,,,,,
whole milk,root vegetables,pastry,soda,,,,,,
beef,canned beer,coffee,frozen meals,,,,,,
dessert,napkins,,,,,,,,
fruit/vegetable juice,pork,,,,,,,,
canned beer,sliced cheese,cat food,zwieback,dishes,,,,,
pip fruit,candy,,,,,,,,
coffee,rice,,,,,,,,
other vegetables,rolls/buns,root vegetables,pastry,,,,,,
rolls/buns,root vegetables,misc. beverages,sugar,UHT-milk,spread cheese,,,,
fruit/vegetable juice,frozen vegetables,,,,,,,,
whole milk,yogurt,,,,,,,,
whole milk,pork,,,,,,,,
hamburger meat,spread cheese,,,,,,,,
soda,shopping bags,,,,,,,,
chicken,liquor,,,,,,,,
other vegetables,flour,,,,,,,,
chicken,root vegetables,,,,,,,,
processed cheese,UHT-milk,,,,,,,,
tropical fruit,other vegetables,,,,,,,,
citrus fruit,pork,,,,,,,,
other vegetables,white bread,soups,,,,,,,
beverages,dessert,,,,,,,,
ham,beverages,,,,,,,,
tropical fruit,whole milk,liquor,,,,,,,
root vegetables,soda,,,,,,,,
beef,butter,chocolate,frozen meals,margarine,napkins,,,,
rolls/buns,beef,,,,,,,,
whole milk,rolls/buns,yogurt,salt,,,,,,
other vegetables,soda,,,,,,,,
soda,shopping bags,napkins,,,,,,,
whole milk,soda,,,,,,,,
rolls/buns,frankfurter,,,,,,,,
whole milk,rolls/buns,,,,,,,,
sausage,mustard,,,,,,,,
rolls/buns,citrus fruit,chicken,bottled water,,,,,,
pip fruit,brown bread,,,,,,,,
other vegetables,pastry,,,,,,,,
frozen fish,sweet spreads,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,
whole milk,other vegetables,,,,,,,,
frankfurter,brown bread,,,,,,,,
rolls/buns,root vegetables,shopping bags,,,,,,,
soda,cream cheese ,photo/film,,,,,,,
tropical fruit,newspapers,frozen dessert,,,,,,,
whole milk,domestic eggs,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,
bottled beer,semi-finished bread,,,,,,,,
rolls/buns,root vegetables,ice cream,domestic eggs,,,,,,
other vegetables,pork,soda,ice cream,,,,,,
yogurt,canned beer,white bread,,,,,,,
pork,sliced cheese,,,,,,,,
cream cheese ,toilet cleaner,,,,,,,,
pork,soda,,,,,,,,
bottled water,yogurt,pastry,soda,,,,,,
whole milk,other vegetables,bottled water,root vegetables,dog food,meat,domestic eggs,,,
white wine,specialty cheese,,,,,,,,
tropical fruit,bottled beer,,,,,,,,
yogurt,curd,,,,,,,,
other vegetables,bottled water,rum,,,,,,,
berries,soap,,,,,,,,
bottled water,flower (seeds),,,,,,,,
soda,dishes,,,,,,,,
sausage,cream cheese ,oil,,,,,,,
other vegetables,shopping bags,,,,,,,,
butter,canned beer,,,,,,,,
ham,UHT-milk,,,,,,,,
whole milk,meat,onions,,,,,,,
dish cleaner,waffles,,,,,,,,
tropical fruit,whole milk,pip fruit,soda,,,,,,
other vegetables,rolls/buns,frankfurter,yogurt,bottled beer,UHT-milk,soups,,,
newspapers,domestic eggs,,,,,,,,
pip fruit,frozen meals,,,,,,,,
soda,pasta,,,,,,,,
cling film/bags,waffles,,,,,,,,
chocolate,coffee,sugar,,,,,,,
whole milk,margarine,,,,,,,,
root vegetables,onions,,,,,,,,
sausage,dessert,,,,,,,,
brown bread,whipped/sour cream,,,,,,,,
white bread,spread cheese,,,,,,,,
whole milk,pastry,,,,,,,,
packaged fruit/vegetables,chocolate,specialty bar,cream cheese ,domestic eggs,,,,,
brown bread,misc. beverages,,,,,,,,
other vegetables,soda,margarine,salty snack,,,,,,
pork,semi-finished bread,,,,,,,,
soda,bottled beer,,,,,,,,
canned beer,domestic eggs,,,,,,,,
frankfurter,sausage,hamburger meat,root vegetables,pastry,coffee,soda,chewing gum,,
rolls/buns,UHT-milk,,,,,,,,
brown bread,soda,,,,,,,,
frankfurter,yogurt,cat food,,,,,,,
other vegetables,beverages,,,,,,,,
herbs,sauces,,,,,,,,
cling film/bags,canned fish,,,,,,,,
root vegetables,shopping bags,,,,,,,,
rolls/buns,canned beer,long life bakery product,,,,,,,
whole milk,citrus fruit,specialty cheese,,,,,,,
dessert,margarine,,,,,,,,
citrus fruit,white bread,,,,,,,,
hamburger meat,dish cleaner,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,
yogurt,sausage,tidbits,,,,,,,
whole milk,bottled water,,,,,,,,
soda,,,,,,,,,
other vegetables,white wine,specialty fat,,,,,,,
yogurt,sausage,,,,,,,,
canned beer,whipped/sour cream,,,,,,,,
yogurt,dessert,,,,,,,,
whole milk,other vegetables,,,,,,,,
butter,sausage,margarine,whipped/sour cream,snack products,,,,,
citrus fruit,beef,,,,,,,,
yogurt,frozen potato products,,,,,,,,
other vegetables,frankfurter,sugar,,,,,,,
whole milk,flour,napkins,,,,,,,
whole milk,chocolate,sausage,root vegetables,frozen vegetables,,,,,
sausage,curd cheese,,,,,,,,
whole milk,chicken,snack products,,,,,,,
root vegetables,canned beer,specialty chocolate,frozen vegetables,frozen fish,,,,,
yogurt,grapes,hygiene articles,,,,,,,
beef,fruit/vegetable juice,,,,,,,,
whole milk,other vegetables,,,,,,,,
coffee,dish cleaner,,,,,,,,
specialty chocolate,frozen dessert,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,
soda,shopping bags,,,,,,,,
candy,waffles,ketchup,,,,,,,
beef,soda,,,,,,,,
whole milk,UHT-milk,,,,,,,,
tropical fruit,beef,,,,,,,,
sausage,frozen potato products,,,,,,,,
yogurt,napkins,,,,,,,,
beef,root vegetables,,,,,,,,
chocolate,ice cream,seasonal products,,,,,,,
other vegetables,yogurt,,,,,,,,
frankfurter,soda,,,,,,,,
rolls/buns,kitchen towels,,,,,,,,
sausage,margarine,,,,,,,,
whole milk,soda,mayonnaise,,,,,,,
coffee,onions,,,,,,,,
whole milk,frozen fish,,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,
coffee,canned fish,,,,,,,,
other vegetables,yogurt,instant coffee,,,,,,,
whole milk,curd,,,,,,,,
fruit/vegetable juice,newspapers,,,,,,,,
whole milk,pot plants,misc. beverages,,,,,,,
oil,dishes,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,
whole milk,sausage,domestic eggs,whipped/sour cream,,,,,,
tropical fruit,other vegetables,hygiene articles,,,,,,,
herbs,artif. sweetener,,,,,,,,
yogurt,finished products,,,,,,,,
rolls/buns,pork,onions,vinegar,,,,,,
chocolate,herbs,cleaner,vinegar,,,,,,
other vegetables,root vegetables,dessert,,,,,,,
pastry,napkins,,,,,,,,
bottled water,frozen chicken,,,,,,,,
pip fruit,other vegetables,,,,,,,,
whole milk,brown bread,,,,,,,,
tropical fruit,soft cheese,,,,,,,,
sugar,hard cheese,,,,,,,,
beef,frankfurter,curd,whipped/sour cream,,,,,,
tropical fruit,rolls/buns,yogurt,root vegetables,candy,,,,,
rolls/buns,yogurt,misc. beverages,specialty chocolate,,,,,,
fruit/vegetable juice,margarine,white bread,,,,,,,
other vegetables,domestic eggs,,,,,,,,
chicken,curd,,,,,,,,
rolls/buns,chocolate,,,,,,,,
tropical fruit,yogurt,,,,,,,,
sausage,soda,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,
butter milk,newspapers,,,,,,,,
whole milk,red/blush wine,,,,,,,,
beef,pork,,,,,,,,
dessert,dishes,,,,,,,,
sausage,misc. beverages,bottled beer,,,,,,,
rolls/buns,soda,,,,,,,,
vinegar,nuts/prunes,,,,,,,,
other vegetables,root vegetables,,,,,,,,
beef,newspapers,,,,,,,,
chocolate,root vegetables,,,,,,,,
dessert,onions,,,,,,,,
coffee,grapes,,,,,,,,
pastry,pickled vegetables,whipped/sour cream,,,,,,,
yogurt,canned beer,,,,,,,,
other vegetables,hamburger meat,chocolate marshmallow,,,,,,,
sausage,hamburger meat,root vegetables,house keeping products,rum,,,,,
whole milk,root vegetables,detergent,,,,,,,
whole milk,specialty bar,yogurt,organic sausage,,,,,,
soda,zwieback,,,,,,,,
packaged fruit/vegetables,hamburger meat,baking powder,,,,,,,
other vegetables,pickled vegetables,,,,,,,,
sausage,dessert,,,,,,,,
other vegetables,meat,,,,,,,,
whole milk,butter,,,,,,,,
fruit/vegetable juice,frozen meals,processed cheese,cat food,,,,,,
tropical fruit,yogurt,,,,,,,,
whole milk,margarine,,,,,,,,
whole milk,citrus fruit,,,,,,,,
canned beer,herbs,,,,,,,,
chocolate,sausage,prosecco,roll products ,,,,,,
beef,waffles,,,,,,,,
ham,frozen meals,,,,,,,,
tropical fruit,sparkling wine,cat food,,,,,,,
bottled water,hard cheese,cream cheese ,onions,,,,,,
fruit/vegetable juice,hamburger meat,root vegetables,,,,,,,
rolls/buns,domestic eggs,,,,,,,,
newspapers,cat food,,,,,,,,
other vegetables,rolls/buns,soda,cat food,,,,,,
soda,cream cheese ,,,,,,,,
whole milk,canned beer,,,,,,,,
whole milk,pork,,,,,,,,
hygiene articles,napkins,,,,,,,,
dessert,dishes,,,,,,,,
root vegetables,margarine,,,,,,,,
whole milk,citrus fruit,butter,bottled water,,,,,,
bottled beer,white bread,,,,,,,,
soda,,,,,,,,,
other vegetables,root vegetables,berries,whipped/sour cream,white bread,hygiene articles,,,,
soda,newspapers,,,,,,,,
chocolate,shopping bags,,,,,,,,
whole milk,shopping bags,,,,,,,,
root vegetables,dog food,,,,,,,,
whole milk,canned beer,,,,,,,,
canned beer,soda,,,,,,,,
yogurt,bottled beer,,,,,,,,
frankfurter,sausage,,,,,,,,
yogurt,frozen vegetables,spread cheese,,,,,,,
frankfurter,frozen vegetables,,,,,,,,
other vegetables,pork,,,,,,,,
citrus fruit,chocolate,specialty bar,yogurt,,,,,,
pip fruit,sausage,,,,,,,,
other vegetables,bottled water,baking powder,,,,,,,
light bulbs,tea,,,,,,,,
butter,soda,UHT-milk,,,,,,,
whole milk,pastry,processed cheese,,,,,,,
other vegetables,frozen dessert,chewing gum,,,,,,,
soda,napkins,,,,,,,,
rolls/buns,soda,,,,,,,,
whole milk,chicken,yogurt,newspapers,condensed milk,spices,soft cheese,nut snack,,
bottled water,brown bread,shopping bags,,,,,,,
citrus fruit,brown bread,,,,,,,,
root vegetables,misc. beverages,frozen dessert,,,,,,,
whole milk,domestic eggs,,,,,,,,
root vegetables,semi-finished bread,,,,,,,,
beef,brown bread,,,,,,,,
other vegetables,shopping bags,salty snack,,,,,,,
packaged fruit/vegetables,misc. beverages,,,,,,,,
domestic eggs,white bread,,,,,,,,
berries,grapes,,,,,,,,
rolls/buns,flour,soda,chewing gum,,,,,,
pork,domestic eggs,white bread,,,,,,,
yogurt,canned beer,,,,,,,,
specialty cheese,frozen fish,,,,,,,,
rolls/buns,root vegetables,misc. beverages,frozen vegetables,,,,,,
whole milk,shopping bags,,,,,,,,
berries,domestic eggs,,,,,,,,
brown bread,curd,,,,,,,,
rolls/buns,margarine,tidbits,,,,,,,
whole milk,meat,,,,,,,,
bottled beer,hard cheese,,,,,,,,
tropical fruit,root vegetables,,,,,,,,
whole milk,white bread,,,,,,,,
ice cream,long life bakery product,,,,,,,,
whole milk,canned beer,coffee,onions,,,,,,
tropical fruit,candy,,,,,,,,
whole milk,frozen meals,,,,,,,,
rolls/buns,canned beer,,,,,,,,
whole milk,yogurt,chewing gum,,,,,,,
whole milk,yogurt,abrasive cleaner,,,,,,,
cleaner,cream cheese ,,,,,,,,
rolls/buns,seasonal products,,,,,,,,
soda,,,,,,,,,
